Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Pickering C., Hill W.","Roadside weeds of the Snowy Mountains, Australia",2007,"Mountain Research and Development","10.1659/mrd.0805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37749031832&doi=10.1659%2fmrd.0805&partnerID=40&md5=4f7d3a78964708984d238847f811a44f","Weeds are an increasing threat to the biodiversity of mountain regions worldwide, including in Australia. We reviewed 18 surveys of 401 sites conducted between 1986 and 2004 and examined the distribution and characteristics of common weeds on roadsides in the Snowy Mountains, Australia, to determine the range of natural habitats these weeds are found in, whether they are limited to disturbed sites, whether they are also common in other mountain regions including the Australian Alps, and whether they have invasive traits. There are only 8 common weeds in the Snowy Mountains: Acetosella vulgaris (also known as Rumex acetosella), Hypochaeris radicata, Trifolium repens, Taraxacum officinale, Agrostis capillaris, Dactylis glomerata, Anthoxanthum odoratum, and Achillea millefolium. They occur in areas disturbed by humans, such as along roadsides and around buildings and tracks, from the low-altitude montane zone to the high-altitude high subalpine/alpine zone. They also occur to varying extents in undisturbed native vegetation, reflecting their invasive capacity. These species are all perennial, with high vegetative and/or sexual reproduction, native to Europe, and are found growing on roadsides and in native vegetation in mountains in Europe, North America, South America, and New Zealand. Therefore, it appears that these plants are the usual suspects: common mountain weeds, which may be found worldwide at high altitude.","Australia; Disturbance; Exotics; Impacts of tourism; Snowy Mountains; Weeds","disturbance; mountain region; population distribution; range size; roadside environment; weed; Australasia; Australia; Australian Alps; Snowy Mountains; Achillea; Achillea millefolium; Agrostis; Agrostis capillaris; Anthoxanthum odoratum; Dactylis; Dactylis glomerata; Hypochaeris radicata; Rumex; Rumex acetosella; Taraxacum officinale; Trifolium repens",Article,Scopus
"Pennings S.C., Zimmer M., Dias N., Sprung M., Davé N., Ho C.-K., Kunza A., McFarlin C., Mews M., Pfauder A., Salgado C.","Latitudinal variation in plant-herbivore interactions in European salt marshes",2007,"Oikos","10.1111/j.2007.0030-1299.15591.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047161020&doi=10.1111%2fj.2007.0030-1299.15591.x&partnerID=40&md5=28c144db7cba8e8f3a55f00725d493aa","Ecological interactions often vary geographically. Work in salt marshes on the Atlantic Coast of the United States has documented community-wide latitudinal gradients in plant palatability and plant traits that may be driven in part by greater herbivore pressure at low latitudes. To determine if similar patterns exist elsewhere, we studied six taxa of saltmarsh plants (Atriplex, Juncus, Limonium, Salicornia, Spartina and Suaeda) at European sites at high (Germany and the Netherlands) and low (Portugal and Spain) latitudes. We conducted feeding assays using both native and non-native consumers, and documented patterns of herbivore damage in the field. As in the United States, high-latitude plants tended to be more palatable than low-latitude plants when offered to consumers in paired feeding assays in the laboratory, although assays with grasshopper consumers were less consistent than those with crab consumers, and plants in the field at low-latitude sites tended to experience greater levels of herbivore pressure than plants at high-latitude sites. Similarly, high-latitude leaf litter was more palatable than litter from low-latitude plants when offered to consumers in paired feeding assays in the laboratory. Latitudinal gradients in plant palatability and herbivore pressure may be a general phenomenon, and may contribute to latitudinal gradients in decomposition processes. © Oikos.",,"bioassay; crab; grasshopper; grazing pressure; herbivory; latitudinal gradient; leaf litter; palatability; plant-herbivore interaction; saltmarsh; Atlantic Coast [North America]; Atlantic Coast [United States]; Benelux; Central Europe; Eurasia; Europe; Germany; Netherlands; North America; Portugal; Southern Europe; Spain; United States; Western Europe; Atriplex; Decapoda (Crustacea); Juncus; Limonium; Salicornia; Spartina; Suaeda",Article,Scopus
"Sérandour J., Rey D., Raveton M.","Behavioural adaptation of Coquillettidia (Coquillettidia) richiardii larvae to underwater life: Environmental cues governing plant-insect interaction",2006,"Entomologia Experimentalis et Applicata","10.1111/j.1570-7458.2006.00444.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747119862&doi=10.1111%2fj.1570-7458.2006.00444.x&partnerID=40&md5=caa8b65366ccd6c25517f9735481115e","Densely overgrown pre-alpine permanent aquatic habitats are overrun by the mosquito Coquillettidia (Coquillettidia) richiardii (Ficalbi) (Diptera: Culicidae). The invasive potential of this insect depends on the ability of its larvae to survive on the roots of emergent aquatic macrophytes. In order to characterize this particular ecological niche, which is out of reach for a direct investigation, environmental factors likely to influence the interaction between larvae and host plant roots were investigated using a simplified laboratory microcosm. Environmental light and oxygen concentrations appeared to be the main factors influencing larval attachment, a dark anoxic environment being significantly more favourable. Carbon dioxide produced by the root system of the host plant appeared to be an attractive cue for larval attachment. Knowledge of the hierarchy of these environmental factors may enable us to better understand the ecological traits of larval C. richiardii in deep water. With regard to their management, new ecological data are required to develop a long-term control strategy against Coquillettidia mosquitoes. © 2006 The Authors.","Aquatic macrophytes; Biological control; Culicidae; Diptera; Ecological specialization; Environmental attractants; Host plant selection; Larval attachment; Roots","adaptation; carbon dioxide; environmental cue; light availability; mosquito; oxygen; plant-insect interaction; Coquillettidia; Coquillettidia richiardii; Culicidae; Diptera; Insecta",Article,Scopus
"Godfree R., Lepschi B., Mallinson D.","Ecological filtering of exotic plants in an Australian sub-alpine environment",2004,"Journal of Vegetation Science","10.1111/j.1654-1103.2004.tb02257.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342460368&doi=10.1111%2fj.1654-1103.2004.tb02257.x&partnerID=40&md5=65105f0f0948f398267b8d1da9b9b255","We investigated some of the factors influencing exotic invasion of native sub-alpine plant communities at a site in southeast Australia. Structure, floristic composition and invasibility of the plant communities and attributes of the invasive species were studied. To determine the plant characteristics correlated with invasiveness, we distinguished between roadside invaders, native community invaders and non-invasive exotic species, and compared these groups across a range of traits including functional group, taxonomic affinity, life history, mating system and morphology. Poa grasslands and Eucalyptus-Poa woodlands contained the largest number of exotic species, although all communities studied appeared resilient to invasion by most species. Most community invaders were broad-leaved herbs while roadside invaders contained both herbs and a range of grass species. Over the entire study area the richness and cover of native and exotic herbaceous species were positively related, but exotic herbs were more negatively related to cover of specific functional groups (e.g. trees) than native herbs. Compared with the overall pool of exotic species, those capable of invading native plant communities were disproportionately polycarpic, Asteracean and cross-pollinating. Our data support the hypothesis that strong ecological filtering of exotic species generates an exotic assemblage containing few dominant species and which functionally converges on the native assemblage. These findings contrast with those observed in the majority of invaded natural systems. We conclude that the invasion of closed sub-alpine communities must be viewed in terms of the unique attributes of the invading species, the structure and composition of the invaded communities and the strong extrinsic physical and climatic factors typical of the sub-alpine environment.","Community invisibility; Community structure; Diversity relationship; Functional group; Grassland; Roadside; Trait convergence; Woodland","biological invasion; community structure; functional group; grassland; invasibility; plant community; roadside environment; subalpine environment; woodland; Australasia; Australia; Asteraceae; Eucalyptus; Eucalyptus; Poa; Poa",Article,Scopus
"Craine J.M., Lee W.G.","Covariation in leaf and root traits for native and non-native grasses along an altitudinal gradient in New Zealand",2003,"Oecologia","10.1007/s00442-002-1155-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037337213&doi=10.1007%2fs00442-002-1155-6&partnerID=40&md5=5906cdcbe4ce340a10cf68fcea98b58e","Across 30 grassland sites in New Zealand that ranged from native alpine grasslands to low elevation improved pastures, there were consistent patterns of leaf and root traits and significant differences between native and non-native grasses. Plants of high altitude sites have low N concentrations in both their leaves and roots, have thick leaves and roots, yet no differences in tissue density or photosynthetic water use efficiency when compared to plants of low altitude sites. Both the leaves and roots of the low altitude plants were enriched in 15N relative to the plants of higher altitude, indicating that the low-N set of traits is associated with a more closed N cycle at high altitude. A second independent set of correlations shows that plants of wetter habitats have lower photosynthetic water use efficiency (more negative ∂13C) and lower leaf and root tissue density than the plants of drier sites. For both leaves and roots, plants of native species consistently had traits associated with lower resource availability: lower N concentrations, denser tissues, more negative ∂15N, and more positive ∂13C than non-native species. If root %N is correlated with root longevity as has been shown in other systems, root longevity may be able to be predicted from simple measurements of leaf %N, though a hysteresis in the relationship between leaf and root N concentrations may make prediction of high longevity roots difficult.","Nitrogen; Tissue density; Water use efficiency; ∂15Nitrogen","altitude; covariance analysis; grass; introduced species; leaf; native species; nitrogen; root; water use efficiency; New Zealand; Poaceae",Article,Scopus
"Gough L., Goldberg D.E., Hershock C., Pauliukonis N., Petru M.","Investigating the community consequences of competition among clonal plants",2001,"Evolutionary Ecology","10.1023/A:1016061604630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035556353&doi=10.1023%2fA%3a1016061604630&partnerID=40&md5=0278febb09a34d618d6c49f73d3bf50a","Although clonal plants comprise most of the biomass of several widespread ecosystems, including many grasslands, wetlands, and tundra, our understanding of the effects of clonal attributes on community patterns and processes is weak. Here we present the conceptual basis for experiments focused on manipulating clonal attributes in a community context to determine how clonal characteristics affect interactions among plants at both the individual and community levels. All treatments are replicated at low and high density in a community density series to compare plant responses in environments of different competitive intensity. We examine clonal integration, the sharing of resources among ramets, by severing ramets from one another and comparing their response to ramets with intact connections. Ramet aggregation, the spacing of ramets relative to each other, is investigated by comparing species that differ in their natural aggregation (either clumped growth forms, with ramets tightly packed together, or runner growth forms; with ramets loosely spread) and by planting individual ramets of all species evenly spaced throughout a mesocosm. We illustrate how to test predictions to examine the influence of these two clonal traits on competitive interactions at the individual and community levels. To evaluate the effect of clonal integration on competition, we test two predictions: at the individual level, species with greater clonal integration will be better individual-level competitors, and at the community level, competition will cause a greater change in community composition when ramets are integrated (connected) than when they are not. For aggregation we test at the individual level: clumped growth forms are better competitors than runner growth forms because of their ability to resist invasion, and at the community level: competition will have a greater effect on community structure when ramets are evenly planted. An additional prediction connects the individual- and community-level effects of competition: resistance ability better predicts the effects of competition on relative abundance in a community than does invasion ability. We discuss additional experimental design considerations as revealed by our ongoing studies. Examining how clonal attributes affect both the individual- and community-level effects of competition requires new methods and metrics such as those presented here, and is vital to understanding the role of clonality in community structure of many ecosystems.","Clonal integration; Community; Competition; Ramet aggregation","aggregation; clonal organism; community structure; competition (ecology); plant community; ramet",Conference Paper,Scopus
"Fattorini M.","Establishment of transplant on machine-graded ski runs above timberline in the swiss alps",2001,"Restoration Ecology","10.1046/j.1526-100X.2001.009002119.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034941201&doi=10.1046%2fj.1526-100X.2001.009002119.x&partnerID=40&md5=516cd0a25880d950a02aec6544f18b5f","The suitability of 24 native species for restoration above the timberline in Switzerland was assessed with demographic monitoring of their populations after transplanting. The plots were laid out in 1985-1986 and 1995-1996 on machine-graded ski runs using a total of 8,603 transplants of native grasses, legumes and forbs. Establishment conditions were improved with biodegradable wood-fiber mats and a small addition of garden soil. Transplant survival rates were generally good after 12 years. The regeneration of mixed stands was clearly recognizable because some transplants successfully reproduced by seed, and colonizers immigrated from the adjacent natural vegetation and neighboring restoration plots. Comparative studies of reproductive parameters in transplants and their donor population revealed that differences in seed production may become nonsignificant within a short time span. These fitness features have important diagnostic value for assessing restoration success and provide information on the performance of the same or closely related genotypes in their natural populations and in the restoration site. The plants studied showed species-specific traits in establishment after transplanting. Most species can be recommended for restoration in the alpine vegetation belt. The risk of restoration failure can be considerably reduced by using species with different life-history characteristics. From an ecological point of view, this method is a valid alternative to commercial revegetation using seed mixtures of non-native species and large amounts of fertilizers.","Ecological restoration; High-alpine ski runs; Short-and mid-term monitoring; transplantation","environmental management; environmental restoration; mountain; plant growth; plant regeneration; planting time; survival; Switzerland; wood fiber; mountain environment; performance assessment; restoration ecology; transplantation; Switzerland; Poaceae",Article,Scopus
"McGlone, Duncan, Heenan","Endemism, species selection and the origin and distribution of the vascular plant flora of New Zealand",2001,"Journal of Biogeography","10.1046/j.1365-2699.2001.00525.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034964597&doi=10.1046%2fj.1365-2699.2001.00525.x&partnerID=40&md5=df7c3089b4606eecf08657dc16a3f866","Aim: To evaluate competing views on the origin and distribution of the New Zealand flora by testing the hypothesis that the geographical distribution of species is unrelated to ecological traits such as habitat requirements and dispersal capabilities. Location: The New Zealand archipelago. Methods: An analysis of the factors correlated with distribution and endemism for alpine plants within New Zealand, and for the New Zealand biota as a whole. Results: Woody plants are highly endemic; nonendemic plants tend to be herbaceous and are concentrated among the highly dispersible ferns and fern allies, orchids and wetland plants. These groups make up 32% of the total flora but contribute 78% of nonendemics. Alpine plants with wide spatial distribution tend to have greater altitudinal ranges, a broader habitat preference and better dispersal ability. Main conclusions: Most vascular plants reached New Zealand by long-distance transoceanic dispersal, probably during the Late Miocene to early Pleistocene period. During the Miocene and Pliocene, similar climates and landscapes to those of Australia and northern island groups, and highly invasible terrain, permitted dispersal of woody plants. Cooling climates and formation of a more mountainous, more compact landscape after that time reduced dispersal of woody plants and favoured herbaceous, wetland and highly dispersible plant groups. The prominence of dispersal has led to intense selective immigration, and is responsible for many characteristic features of the flora. Species selection by glacial-interglacial cycles has restricted acquisition or retention of cool or arid climate adaptations, particularly in the lowland flora. Endemic and range disjunction patterns in the New Zealand mainland are not, in general, directly caused by Pliocene inundations or the faulting and associated horizontal displacement of terrain that has continued since the Miocene. They have arisen mainly through Pleistocene extinctions, speciation and dispersal, and some patterns are strongly linked to repeated glaciation. Endemic centres are associated with differentiated terrain and climates providing isolation, distinctive environments, and habitat continuity conducive to speciation.","Alpine plants; Biogeography; Dispersal; Endemism; New Zealand; Vascular plants","endemism; flora; population distribution; vascular plant; New Zealand",Conference Paper,Scopus
"Hall M.","Repairing mountains: Restoration, ecology, and wilderness in twentieth-century Utah",2001,"Environmental History","10.2307/3985256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035192467&doi=10.2307%2f3985256&partnerID=40&md5=ae6c538835317c9648bc76b93d2fbfb6","In the late nineteenth century, few places displayed a greater legacy of diminished nature than the mountains of Utah. Although alpine areas across the American West showed the effects of too much grazing, logging and mining, Utah's mountains may have been hit hardest. In 1907, when Manti National Forest rangers began reforesting parts of the Wasatch Plateau, and five years later when pioneer range scientist Arthur Sampson and his assistants began regrassing some of its meadows, these managers restored by a process much like gardening, or perhaps farming. They tilled the mountainside, planted exotic species, and established tree plantations. But fifty years later, Sampson's followers restored desirable traits by a process that might be called ""naturalizing"": whenever possible, they scattered native seeds within stablished biological ranges, hoping to conserve soils even more than to grow forage. Manti Forest managers first restored according to human expectations; later they restored according to natural constraints. Initially, they favored cultural remedies to fix a land not recovering on its own; fifty years later they promoted remedies more like those they observed in nature. These restorationists began naturalizing instead of gardening, once they decided that nature, not culture, had more power to repair degraded land. Not just in Utah but across the western U.S. and North America, more and more restorationists believed that land should include greater degrees of wildness. Their restored landscapes soon reflected this new goal of ""rewilding."" Utah's restorationists at first left indelible traces and human artifacts on the mountain, but by mid-century they were designing their alterations to better reflect and recreate a wild mountain. The restoration of Utah's mountainsides is a microcosm of how greater numbers of Americans were promoting nature rather than culture on their land.",,"environmental restoration; restoration ecology; twentieth century; wilderness area; United States; Utah",Article,Scopus
"Marigo G., Pautou G.","Phenology, growth and ecophysiological characteristics of Fallopia sachalinensis",1998,"Journal of Vegetation Science","10.2307/3237102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031740557&doi=10.2307%2f3237102&partnerID=40&md5=0e1a3c4698adaa976c1cd88c1e0aecd0","Fallopia (Polygonum) sachalinensis (Polygonaceae) is native to the Far East from where it was introduced into Europe and Northern America. It has only recently appeared on the large alluvial plains of alpine rivers, while it has formed monospecific stands in many habitats. In this study, we investigated some of the biological characteristics of this species in order to predict its invasiveness under the specific environmental conditions of alpine alluvia. When compared to other plants which tend to monopolize space, F. sachalinensis appears to have a life cycle characterized by an early seasonal development. It exhibits a high growth rate - ca. 4 to 5 cm/day, and its productivity is associated with intrinsic characteristics of the species: abundant leaf cover, the appearance of branches when the leaves reach an optimal size on the main stem, and favorable leaf orientation to capture high light intensity. Another morphological characteristic is the presence of a large medullary air cell containing a liquid rich in mineral salts which can be used by the plant when the demand for evaporation increases. Clonal spread associated with an extraordinarily high rate of proliferation of below-ground organs, and mechanisms for adaptation to adverse conditions are biological traits rendering F. sachalinensis an invader in alluvial plains along alpine rivers. There is a risk that such species experience a demographic explosion in the geographical region under study.","Alpine river; Invasive weed; Life history; Water regime","ecophysiology; growth rate; phenology; Fallopia sachalinensis",Article,Scopus
"Cargill S.M., Chapin III F.S.","Application of successional theory to tundra restoration: a review",1987,"Arctic & Alpine Research","10.2307/1551401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023585581&doi=10.2307%2f1551401&partnerID=40&md5=e9774eba6d323084d888c34d673103f4","Life-history traits of individual species, competitive interactions and facilitation all contribute to the pattern and rate of succession in tundra ecosystems. An understanding of these natural successional processes permits the development of effective strategies for restoration of disturbed areas in tundra. In mesic disturbed sites, the soil organic mat remains, providing a source of buried seed and vegetative propagules as well as a store of nutrients. Except where surface erosion is severe, natural succession can proceed quite rapidly, and sowing of exotic grasses is likely to inhibit rather than promote the establishment of native plants. Revegetation of xeric disturbed sites is often restricted by inadequate supplies of seed, nitrogen and/or water. Sowing or planting may facilitate the invasion of native plants by increasing nutrient availability, especially if species with symbiotic N fixation are used. Where erosion hazards are severe, planting may be necessary for engineering reasons, regardless of its effect on the establishment of native plants. -Authors",,"restoration; succession; tundra",Article,Scopus
